show_id,type,title,country,release_year,rating,listed_in,description
s3058,Movie,Iron Man & Captain America: Heroes United,United States,2014,PG,Children & Family Movies,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together."
s3962,Movie,Marvel Super Hero Adventures: Frost Fight!,United States,2015,PG,Children & Family Movies,"In this Christmas-themed special, Captain America and the Avengers battle Loki and Ymir, who plot to steal Santa Claus' powers and conquer the world."
s3965,Movie,Marvel's Hulk: Where Monsters Dwell,United States,2016,PG,Children & Family Movies,"On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension."
s4949,Movie,Power Rangers Super Samurai: Stuck on Christmas,United States,2012,TV-Y7,Children & Family Movies,The Samurai Rangers get stuck in the Megazord's cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?
s5606,Movie,Silent,United States,2014,TV-Y,Children & Family Movies,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
s7344,Movie,Underdogs,Argentina,2013,PG,Children & Family Movies,"When his archenemy returns to settle a score, a foosball ace and his magically incarnated team must save the town and woo back his girl."
s676,Movie,Back of the Net,Australia,2019,TV-Y,Children & Family Movies,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
s4090,Movie,Mighty Raju Rio Calling,India,2014,TV-Y7,Children & Family Movies,"Mighty Raju preps for a new adventure in Rio de Janeiro, where he goes toe-to-toe with rival soccer players, faces capoeira fighters and more."
s4219,Movie,Monty Python's Life of Brian,United Kingdom,1979,R,Comedies,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
s2151,Movie,Ferris Bueller's Day Off,United States,1986,PG-13,Comedies,"Ferris convinces his entire school he's at death's door, then hits the streets of Chicago with his girlfriend and best friend for a day of fun."
s5849,Movie,Stripes,United States,1981,R,Comedies,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too."
s771,Movie,Bawarchi,India,1972,TV-PG,Comedies,A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.
s3362,Movie,Khubsoorat,India,1980,TV-PG,Comedies,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
s393,Movie,Alice Doesn't Live Here Anymore,United States,1974,PG,Comedies,"A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher."
s6869,Movie,The Sign of Venus,Italy,1955,TV-14,Comedies,"While suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune."
s5426,Movie,Scandal in Sorrento,Italy,1955,TV-PG,Comedies,"When a marshal moves back to his hometown, he finds a woman renting his property who refuses to leave but soon captures his affection."
s1386,Movie,Chupke Chupke,India,1975,TV-PG,Comedies,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score."
s2464,Movie,Gol Maal,India,1979,TV-PG,Comedies,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
s2252,Movie,Four Weddings and a Funeral,United Kingdom,1994,R,Comedies,"A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man."
s2411,Movie,Gigi,United States,1958,G,Comedies,Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.
s5847,Movie,Strictly Ballroom,Australia,1992,PG,Comedies,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
s3316,Movie,Kath & Kimderella,Australia,2012,TV-14,Comedies,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await."
s4646,Movie,One Last Shot,Canada,1998,TV-MA,Comedies,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver."
s5745,Movie,Special Correspondents,Canada,2016,TV-MA,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated."
s318,Movie,Adventures in Public School,Canada,2018,NR,Comedies,"After years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go."
s7622,Movie,Wild Oats,Germany,2016,PG-13,Comedies,"When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives."
s2841,Movie,How to Be a Latin Lover,Mexico,2017,PG-13,Comedies,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor."
s1369,Movie,Christmas Survival,United Kingdom,2018,TV-MA,Comedies,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday."
s1651,Movie,Dead in a Week (Or Your Money Back),United Kingdom,2018,TV-MA,Comedies,"After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement."
s2226,Movie,For Love or Money,United Kingdom,2019,TV-MA,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
s4211,Movie,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,2014,TV-MA,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
s4214,Movie,Monty Python: Live at The Hollywood Bowl,United Kingdom,1982,R,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
s4782,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,United Kingdom,1989,TV-14,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
s4793,Movie,PATRICK (2019),United Kingdom,2019,TV-PG,Comedies,"When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life."
s6109,Movie,The Bad Education Movie,United Kingdom,2015,TV-MA,Comedies,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –"
s6946,Movie,The Trip to Spain,United Kingdom,2016,TV-MA,Comedies,Comedians Steve Coogan and Rob Brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through Spain.
s4689,Movie,Otherhood,United Kingdom,2019,R,Comedies,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons."
s6262,Movie,The D Train,United Kingdom,2015,R,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.
s34,Movie,#realityhigh,United States,2017,TV-14,Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
s73,Movie,17 Again,United States,2009,PG-13,Comedies,"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again."
s85,Movie,21 & Over,United States,2013,R,Comedies,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
s175,Movie,A Futile and Stupid Gesture,United States,2018,TV-MA,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s241,Movie,A Thousand Words,United States,2012,PG-13,Comedies,"When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count."
s473,Movie,American Pie 9: Girls' Rules,United States,2020,R,Comedies,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
s523,Movie,Anger Management,United States,2003,PG-13,Comedies,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own."
s627,Movie,Austin Powers: International Man of Mystery,United States,1997,PG-13,Comedies,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil."
